_id,GEOID,SidewalkStepLFt,StreetLFt,Ratio
207,42003462100,49522.36764,90185.23488,0.549118353
208,42003462600,75776.83452,63308.26998,1.196950012
209,42003463900,54282.20755,49830.27884,1.089341838
210,42003464300,71876.10378,66522.06523,1.080485152
211,42003464400,98454.42881,74936.88039,1.313831431
212,42003465600,57050.26425,46813.97145,1.218658928
213,42003465800,81062.44251,95547.56807,0.848398804
214,42003468700,44982.98293,67247.94537,0.668912376
215,42003468800,50064.79687,51937.39186,0.963945148
216,42003468900,63140.88212,86229.37369,0.732243311
217,42003469000,63332.16369,149662.5605,0.423166378
218,42003470300,32484.25923,95102.19564,0.341572127
219,42003470400,7393.346198,63096.68143,0.117174882
220,42003470501,33795.54638,45160.89635,0.748336484
221,42003470502,7184.871606,40942.35067,0.175487521
222,42003470600,54346.47147,56867.71755,0.955664722
223,42003471000,31042.38246,37155.0688,0.835481765
224,42003472100,49547.49038,27376.86485,1.809830697
225,42003472200,57573.76941,36767.41612,1.565891093
226,42003472300,33054.11581,19050.83112,1.735048492
227,42003472400,40541.8694,31435.89046,1.289668236
228,42003473100,107586.8372,67877.68485,1.585010412
229,42003473200,68037.91625,38811.25881,1.753045852
230,42003473300,109382.5306,95204.42283,1.148922784
231,42003473401,95153.81666,62073.12651,1.532930948
232,42003473402,69862.19393,68286.18147,1.023079522
233,42003473500,100935.2358,76239.40677,1.323924727
234,42003473601,79068.96811,69193.64596,1.142720072
235,42003473602,67543.42185,71726.55205,0.941679475
236,42003474101,42050.86973,100848.132,0.416972223
237,42003474102,66416.21509,142261.1713,0.466861157
238,42003474201,6421.891887,71561.77873,0.089739132
239,42003474202,46371.19686,133622.4946,0.347031366
240,42003474203,16732.29868,125613.7322,0.133204375
241,42003475101,47626.44932,104158.3241,0.457250534
242,42003475102,27791.27724,56674.44002,0.490367037
243,42003475200,29380.31023,128245.7152,0.229093894
244,42003475301,27945.59471,107316.0061,0.260404722
245,42003475303,9964.776017,78153.66663,0.127502348
246,42003475304,39895.74329,110554.1186,0.36087071
247,42003475401,54399.16403,154616.5437,0.351832752
248,42003475402,6964.57136,88618.0401,0.078590898
249,42003476100,48747.26821,91281.97935,0.534029483
250,42003476200,8804.888454,67866.84525,0.129737701
251,42003477100,8363.930845,73078.41262,0.114451458
252,42003477200,5910.762736,89497.50091,0.066043886
253,42003477300,17553.8101,111296.7374,0.157720797
254,42003478100,71492.93596,67363.7729,1.061296493
255,42003478200,91417.62065,92440.76842,0.988931856
256,42003479000,2833.102255,32287.17202,0.087746993
257,42003480101,40419.25189,85069.45056,0.475132396
258,42003480102,4678.792893,47807.88081,0.097866561
259,42003480200,3093.600534,79185.58416,0.039067724
260,42003480300,23661.36769,73411.01497,0.322313589
261,42003480400,9377.479702,110854.1055,0.084592985
262,42003481000,74572.49306,51814.70736,1.439214788
263,42003482500,44095.5408,74041.7446,0.595549727
264,42003483800,113574.2229,58348.18686,1.946491039
265,42003484300,86273.34045,75719.40327,1.139382202
266,42003484500,84091.77805,105618.957,0.796180728
267,42003484600,41622.22291,46056.86888,0.90371369
268,42003485000,31730.65239,38633.35292,0.821327946
269,42003486700,57424.17311,62527.06786,0.918389029
270,42003486800,58995.91799,44610.99699,1.322452354
271,42003486900,37655.60205,52454.13762,0.717876678
272,42003487000,44713.10719,85188.46655,0.524872779
273,42003488100,681.0207727,65793.43001,0.010350893
274,42003488200,24008.56708,86603.33572,0.277224507
275,42003488300,10876.42457,80001.68583,0.135952442
276,42003488400,34508.43179,109107.3523,0.316279619
277,42003488500,10893.85003,130891.8147,0.083227894
278,42003488600,35975.35635,181488.6487,0.198223727
279,42003489001,28495.93617,100116.2652,0.284628438
280,42003489002,13930.69322,76908.57856,0.181133152
281,42003490002,6319.489116,163601.4463,0.038627343
282,42003490003,19892.18805,121665.3131,0.163499255
283,42003490004,11428.18117,130136.8639,0.087816633
284,42003491101,19935.83015,265565.6028,0.075069324
285,42003491200,21125.96539,117617.9444,0.179615156
286,42003492700,76095.77165,85779.77976,0.887106167
287,42003492800,92291.86019,73168.05376,1.261368254
288,42003492900,34166.03995,49765.24379,0.686544209
289,42003494000,26671.94477,58546.9987,0.455564681
290,42003495000,2376.549505,469046.905,0.005066763
291,42003496101,2590.167862,152687.0417,0.016963901
292,42003496102,5516.225005,287284.6038,0.019201255
293,42003496200,9374.695165,210074.2222,0.044625633
294,42003497000,337.3142941,58866.05309,0.005730201
295,42003498000,18238.97682,80475.97166,0.22663879
296,42003499300,24672.89663,51169.48078,0.482179929
297,42003499400,55795.22738,47728.6041,1.169010249
298,42003500300,51243.13539,113944.0792,0.449721791
299,42003501000,29089.71781,52347.52016,0.555703837
300,42003503002,35217.47073,181038.6145,0.19453016
301,42003504100,25313.5946,199457.6683,0.126912115
302,42003507000,38013.83759,63101.72142,0.602421562
303,42003508000,63764.31315,68624.93966,0.929171136
304,42003509400,126522.1488,142481.4333,0.887990427
305,42003510000,48277.89167,50161.41369,0.962450779
306,42003512000,46596.70836,61554.55969,0.756998484
307,42003512800,40536.74259,45109.6529,0.89862679
308,42003512900,27186.85799,24873.0095,1.093026479
309,42003513800,82004.82988,60568.99473,1.353907725
310,42003514000,58593.38476,42889.73723,1.36613998
311,42003515100,53342.08119,68448.27012,0.77930503
312,42003515200,35042.68418,28552.80433,1.227293956
313,42003515300,42392.62366,31207.44487,1.358413796
314,42003515401,52154.89744,29645.02147,1.75931387
315,42003516100,45527.61954,28837.03512,1.578789891
316,42003516200,47469.42287,35840.30954,1.324470226
317,42003517000,12119.90749,64478.1859,0.187969114
318,42003518001,51466.32391,99549.58289,0.516991859
319,42003519000,26909.26858,130598.0896,0.206046418
320,42003520001,40455.30733,109942.9541,0.367966348
321,42003520002,24774.57557,78100.31231,0.317214808
322,42003521100,27831.15958,134630.6205,0.20672236
323,42003521200,74109.76992,128576.8827,0.576384871
324,42003521301,96800.29976,150417.2534,0.643545189
325,42003521302,42898.24648,146856.9016,0.292109162
326,42003521401,38650.30752,117980.7879,0.327598317
327,42003521402,52151.2778,106704.291,0.488745835
328,42003521500,36096.07263,169666.2565,0.212747504
329,42003522000,48368.88094,55261.786,0.875268145
330,42003523100,16018.61651,161358.522,0.099273446
331,42003523200,13036.7367,93829.35036,0.138940925
332,42003523300,7146.092986,99235.84151,0.07201121
333,42003523400,29509.67368,104126.0163,0.283403464
334,42003523501,20862.3973,105628.4886,0.197507297
335,42003523502,8922.179907,54060.38127,0.16504101
336,42003523600,15808.24331,117921.3818,0.13405748
337,42003523701,28175.48624,125774.821,0.224015316
338,42003523702,21115.60169,125745.3131,0.167923568
339,42003523800,11362.69528,101957.4309,0.111445484
340,42003524000,53286.29014,60337.14817,0.883142339
341,42003525100,31481.53574,57783.79989,0.544815948
342,42003525200,70029.9142,55133.80799,1.270180979
343,42003525300,45306.63816,46644.85064,0.971310606
344,42003526101,34323.46908,333525.3115,0.102911137
345,42003526102,5363.936495,116731.9444,0.045950888
346,42003526201,4922.990386,101709.935,0.048402257
347,42003526202,5192.915416,147513.7397,0.035202927
348,42003526301,379.2749353,87828.83065,0.004318342
349,42003526302,16859.73253,103278.5266,0.163245285
350,42003550900,66520.11128,56989.51685,1.167234168
351,42003551200,96900.3726,67783.12128,1.429564924
352,42003551300,24765.22404,115894.0091,0.213688561
353,42003551900,69187.86718,49645.05691,1.393650677
354,42003552000,59726.10184,48662.37916,1.227356798
355,42003552100,52809.38075,38605.71119,1.367916278
356,42003552200,34767.96463,37277.6261,0.932676468
357,42003552300,78390.67907,58023.81638,1.351008671
358,42003552400,63969.66453,74052.27938,0.863844639
359,42003560400,44474.13646,25799.87943,1.723811795
360,42003560500,46169.30409,25771.7591,1.791468868
361,42003560600,40912.77957,19984.14532,2.047261913
362,42003561000,35819.04588,23802.32523,1.504854905
363,42003561100,31053.97195,21124.96357,1.470013042
364,42003561200,38381.61857,17396.21587,2.206319975
365,42003561400,47753.50768,63451.69569,0.752596241
366,42003561500,59987.95163,46241.33554,1.297279824
367,42003561600,43895.17567,43286.75218,1.014055651
368,42003561700,34763.90742,28753.47424,1.209033285
369,42003561900,49609.63991,40818.42355,1.215373736
370,42003562000,40285.19938,19649.67509,2.050171272
371,42003562300,88621.73864,83107.90983,1.066345416
372,42003562400,88593.11949,72110.62122,1.228572407
373,42003562500,67799.60007,75601.33839,0.89680423
374,42003562600,84914.45905,96823.6594,0.877001134
375,42003562700,83703.93481,40631.24871,2.060087678
376,42003562800,35061.45932,35588.52636,0.985189973
377,42003562900,73538.14578,86565.66943,0.849507042
378,42003563000,63351.59052,73428.01634,0.862771374
379,42003563100,44946.94361,71484.65996,0.628763481
380,42003563200,72555.89268,54499.05453,1.331323879
381,42003563300,4834.953273,216511.6064,0.022331151
382,42003563800,38805.26462,205936.997,0.188432701
383,42003563900,92540.59475,86251.64453,1.072913975
384,42003564000,117069.4281,359650.873,0.325508533
385,42003564100,12809.45388,48733.73583,0.26284572
386,42003564200,4012.475678,132861.6602,0.030200403
387,42003564400,33849.99372,222251.7738,0.152304718
388,42003564500,19951.92709,218324.4005,0.091386611
389,42003980000,11466.92769,3707.45118,3.092940981
390,42003980100,24537.46096,20199.11874,1.214778787
391,42003980300,3868.097255,3221.270114,1.20079879
392,42003980400,3242.123445,18304.10957,0.177125439
393,42003980500,31768.24829,30188.68761,1.052322933
394,42003980600,40414.06257,46203.83905,0.874690576
395,42003980700,27695.23092,19519.26915,1.418866183
396,42003980800,17130.04356,8716.295902,1.965289356
397,42003980900,15824.77372,17089.37832,0.92600055
398,42003981000,6121.119267,3769.298067,1.623941423
399,42003981100,7645.350565,4327.467375,1.766703224
400,42003981200,31844.77914,10014.3523,3.179914006
401,42003981800,14588.90832,9012.302205,1.618777088
402,42003982200,51352.28584,12695.0221,4.045072583
403,42005950100,0,0,#DIV/0!
404,42005950200,0,0,#DIV/0!
405,42005950300,0,0,#DIV/0!
406,42005950400,0,0,#DIV/0!
407,42005950500,0,0,#DIV/0!
408,42005950600,0,0,#DIV/0!
409,42005950700,0,0,#DIV/0!
410,42005950800,0,0,#DIV/0!
411,42005950900,0,0,#DIV/0!
412,42005951000,0,0,#DIV/0!
413,42005951100,0,0,#DIV/0!
414,42005951200,0,0,#DIV/0!
415,42005951300,0,0,#DIV/0!
416,42005951400,0,0,#DIV/0!
417,42005951500,0,0,#DIV/0!
418,42005951600,0,0,#DIV/0!
419,42005951700,0,0,#DIV/0!
420,42005951800,0,0,#DIV/0!
421,42005951900,0,0,#DIV/0!
422,42007600601,0,0,#DIV/0!
423,42007600602,0,0,#DIV/0!
424,42007600700,0,0,#DIV/0!
425,42007601000,0,0,#DIV/0!
426,42007601100,0,0,#DIV/0!
427,42007601200,0,0,#DIV/0!
428,42007601300,0,0,#DIV/0!
429,42007601400,0,0,#DIV/0!
430,42007601600,0,0,#DIV/0!
431,42007601700,0,0,#DIV/0!
432,42007601800,0,0,#DIV/0!
433,42007602100,0,0,#DIV/0!
434,42007602300,0,0,#DIV/0!
435,42007602400,0,0,#DIV/0!
436,42007602500,0,0,#DIV/0!
437,42007602601,0,0,#DIV/0!
438,42007602602,0,0,#DIV/0!
439,42007602701,0,0,#DIV/0!
440,42007602702,0,0,#DIV/0!
441,42007602800,0,0,#DIV/0!
442,42007602900,0,0,#DIV/0!
443,42007603000,0,0,#DIV/0!
444,42007603202,0,0,#DIV/0!
445,42007603300,0,0,#DIV/0!
446,42007603400,0,0,#DIV/0!
447,42007603500,0,0,#DIV/0!
448,42007603600,0,0,#DIV/0!
449,42007603700,0,0,#DIV/0!
450,42007603801,0,0,#DIV/0!
451,42007603802,0,0,#DIV/0!
452,42007603803,0,0,#DIV/0!
453,42007603900,0,0,#DIV/0!
454,42007604000,0,0,#DIV/0!
455,42007604100,0,0,#DIV/0!
456,42007604200,0,0,#DIV/0!
457,42007604500,0,0,#DIV/0!
458,42007604600,0,0,#DIV/0!
459,42007604700,0,0,#DIV/0!
460,42007604800,0,0,#DIV/0!
461,42007604901,0,0,#DIV/0!
462,42007604902,0,0,#DIV/0!
463,42007605001,0,0,#DIV/0!
464,42007605002,0,0,#DIV/0!
465,42007605100,0,0,#DIV/0!
466,42007605200,0,0,#DIV/0!
467,42007605300,0,0,#DIV/0!
468,42007605400,0,0,#DIV/0!
469,42007605500,0,0,#DIV/0!
470,42007605600,0,0,#DIV/0!
471,42007605700,0,0,#DIV/0!
472,42007605800,0,0,#DIV/0!
473,42019902100,0,0,#DIV/0!
474,42019902200,0,0,#DIV/0!
475,42019902300,0,0,#DIV/0!
476,42019902400,0,0,#DIV/0!
477,42019902500,0,0,#DIV/0!
478,42019902600,0,0,#DIV/0!
479,42019902700,0,0,#DIV/0!
480,42019902800,0,0,#DIV/0!
481,42019902900,0,0,#DIV/0!
482,42019903000,0,0,#DIV/0!
483,42019903100,0,0,#DIV/0!
484,42019910100,0,0,#DIV/0!
485,42019910200,0,0,#DIV/0!
486,42019910301,0,0,#DIV/0!
487,42019910302,0,0,#DIV/0!
488,42019910400,0,0,#DIV/0!
489,42019910500,0,0,#DIV/0!
490,42019910600,0,0,#DIV/0!
491,42019910700,0,0,#DIV/0!
492,42019910800,0,0,#DIV/0!
493,42019910900,0,0,#DIV/0!
494,42019911000,0,0,#DIV/0!
495,42019911100,0,0,#DIV/0!
496,42019911200,0,0,#DIV/0!
497,42019911300,0,0,#DIV/0!
498,42019911400,0,0,#DIV/0!
499,42019911501,0,0,#DIV/0!
500,42019911502,0,0,#DIV/0!
501,42019911600,0,0,#DIV/0!
502,42019911700,0,0,#DIV/0!
503,42019911800,0,0,#DIV/0!
504,42019911900,0,0,#DIV/0!
505,42019912001,0,0,#DIV/0!
506,42019912002,0,0,#DIV/0!
507,42019912101,0,0,#DIV/0!
508,42019912102,0,0,#DIV/0!
509,42019912200,0,0,#DIV/0!
510,42019912301,0,0,#DIV/0!
511,42019912303,0,0,#DIV/0!
512,42019912304,0,0,#DIV/0!
513,42019912401,0,0,#DIV/0!
514,42019912402,0,0,#DIV/0!
515,42019912700,0,0,#DIV/0!
516,42019912800,0,0,#DIV/0!
517,42051260100,0,0,#DIV/0!
518,42051260200,0,0,#DIV/0!
519,42051260300,0,0,#DIV/0!
520,42051260401,0,0,#DIV/0!
521,42051260402,0,0,#DIV/0!
522,42051260500,0,0,#DIV/0!
523,42051260600,0,0,#DIV/0!
524,42051260700,0,0,#DIV/0!
525,42051260800,0,0,#DIV/0!
526,42051260900,0,0,#DIV/0!
527,42051261000,0,0,#DIV/0!
528,42051261100,0,0,#DIV/0!
529,42051261200,0,0,#DIV/0!
530,42051261300,0,0,#DIV/0!
531,42051261401,0,0,#DIV/0!
532,42051261402,0,0,#DIV/0!
533,42051261500,0,0,#DIV/0!
534,42051261600,0,0,#DIV/0!
535,42051261700,0,0,#DIV/0!
536,42051261800,0,0,#DIV/0!
537,42051261900,0,0,#DIV/0!
538,42051262000,0,0,#DIV/0!
539,42051262100,0,0,#DIV/0!
540,42051262200,0,0,#DIV/0!
541,42051262300,0,0,#DIV/0!
542,42051262400,0,0,#DIV/0!
543,42051262500,0,0,#DIV/0!
544,42051262600,0,0,#DIV/0!
545,42051262701,0,0,#DIV/0!
546,42051262702,0,0,#DIV/0!
547,42051262800,0,0,#DIV/0!
548,42051262900,0,0,#DIV/0!
549,42051263000,0,0,#DIV/0!
550,42051263100,0,0,#DIV/0!
551,42051263200,0,0,#DIV/0!
552,42051263300,0,0,#DIV/0!
553,42059970100,0,0,#DIV/0!
554,42059970200,0,0,#DIV/0!
555,42059970300,0,0,#DIV/0!
556,42059970400,0,0,#DIV/0!
557,42059970501,0,0,#DIV/0!
558,42059970502,0,0,#DIV/0!
559,42059970600,0,0,#DIV/0!
560,42059970700,0,0,#DIV/0!
561,42059970800,0,0,#DIV/0!
562,42063960100,0,0,#DIV/0!
563,42063960200,0,0,#DIV/0!
564,42063960300,0,0,#DIV/0!
565,42063960400,0,0,#DIV/0!
566,42063960500,0,0,#DIV/0!
567,42063960600,0,0,#DIV/0!
568,42063960700,0,0,#DIV/0!
569,42063960800,0,0,#DIV/0!
570,42063960900,0,0,#DIV/0!
571,42063961000,0,0,#DIV/0!
572,42063961101,0,0,#DIV/0!
573,42063961102,0,0,#DIV/0!
574,42063961200,0,0,#DIV/0!
575,42063961300,0,0,#DIV/0!
576,42063961400,0,0,#DIV/0!
577,42063961500,0,0,#DIV/0!
578,42063961600,0,0,#DIV/0!
579,42063961700,0,0,#DIV/0!
580,42063961800,0,0,#DIV/0!
581,42063961900,0,0,#DIV/0!
582,42063962000,0,0,#DIV/0!
583,42063962100,0,0,#DIV/0!
584,42063962200,0,0,#DIV/0!
585,42073000100,0,0,#DIV/0!
586,42073000200,0,0,#DIV/0!
587,42073000300,0,0,#DIV/0!
588,42073000400,0,0,#DIV/0!
589,42073000600,0,0,#DIV/0!
590,42073000700,0,0,#DIV/0!
591,42073000800,0,0,#DIV/0!
592,42073000900,0,0,#DIV/0!
593,42073001000,0,0,#DIV/0!
594,42073010100,0,0,#DIV/0!
595,42073010201,0,0,#DIV/0!
596,42073010202,0,0,#DIV/0!
597,42073010300,0,0,#DIV/0!
598,42073010400,0,0,#DIV/0!
599,42073010500,0,0,#DIV/0!
600,42073010600,0,0,#DIV/0!
601,42073010700,0,0,#DIV/0!
602,42073010800,0,0,#DIV/0!
603,42073010900,0,0,#DIV/0!
604,42073011000,0,0,#DIV/0!
605,42073011100,0,0,#DIV/0!
606,42073011200,0,0,#DIV/0!
607,42073011300,0,0,#DIV/0!
